,tweet_text,pos_rev,neg_rev,neutral_or_unknown,apple_product
454,"Funny RT @mention Yes, there's a line in front of the all-but-confirmed pop-up Apple Store at #SXSW. {link}",1,0,0,1
455,Now *that* is customer service ÛÓ &quot;Apple opens temporary store near #SXSW&quot; {link},1,0,0,1
456,*APPLAUDS*' {link} Holler Gram is the most fun iPad app!! It's for #sxsw but fun for anyone to play with!!,1,0,0,1
457,"Dealing w/ @mention white freeze screen far too much, while at #SXSW everyone has an iPhone...making conversion a possibility #Efficient",1,0,0,1
458,"@mention &quot;OMG I'm gonna miss 2 panels at #sxsw standing in line for and 1 panel playing with my new iPad, but it'll be worth it. #ponies&quot;",1,0,0,1
459,Re: iPad &quot;The arm is a giant meat-pointer&quot; hilarious. @mention #sxsw,1,0,0,1
460,The only #airline to be mentioned by Guy Kawasaki as delightful like Apple (drumroll)... @mention (!!) Congrats! #sxsw,1,0,0,1
461,@mention #discovr now available on #iPhone and killing it at #sxsw - GET IT!! - {link},1,0,0,1
462,@mention #hollergram app is killing it at #sxsw {link},1,0,0,1
463,#pubcamp #kirkus #sxsw   download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,1,0,0,1
464,#pubcamp #kirkus #sxsw download Qrank on your ipad/iphone before you come to pubcamp sxsw 2011 - prizes!,1,0,0,1
465,"Oh yeah! #saysshewithoutanipad RT @mention Flipboard's next platform will be the iPhone, CEO @mention says #sxsw (via @mention",1,0,0,1
466,#sxsw At #smileyparty and really want to win sn iPad!!!!!,1,0,0,1
467,@mention #sxsw - free tunage on iTunes {link},1,0,0,1
468,@mention #sxsw #ipad fans get really excited for the unique design of  the klick #sleeves. Do you have any models with straps?,1,0,0,1
469,My first #SXSW blog post for the @mention Grand opening of the Apple popup store {link},1,0,0,1
470,Those at #SXSW check out the Holler Gram ipad app from @mention  {link} &lt; tis covered in awesome sauce!,1,0,0,1
471,@mention #SXSW don't forget @mention to plan your schedule. Plus our free iphone app {link},1,0,0,1
472,"All this #sxsw gadget lust is rubbing off on me, I think I want an iPad 2... must escape soon!",1,0,0,1
473,@mention #SXSW iPad rocks,1,0,0,1
474,@mention #sxsw is going to be alot better when u have iPad 5 to carry around ;),1,0,0,1
475,"#sxswnui #sxsw laptop denotes work, #iPad denotes fun",1,0,0,1
476,Enjoying #SXSW Radio Station {link} If you have an iphone use link {link} &amp; plug it into your sound system.,1,0,0,1
477,My first #SXSW survival kit. iPhone not in the shot because I'm using it to take the picture.  {link} I might be ready.,1,0,0,1
478,Who's at #sxsw that can a 64gb iPad 2 with 3G? I'll Paypal right now! ;),1,0,0,1
479,Fear not #SXSW-ers! RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW {link},1,0,0,1
480,"&quot;At #SXSW, Apple schools the marketing experts&quot;  {link}",1,0,0,1
481,"#tech At #SXSW, Apple schools the marketing experts {link}",1,0,0,1
482,"bored at #SxSW, try this iphone app: {link}",1,0,0,1
483,Going to #SXSW? Come by the #EMC Consulting booth for your chance to win an iPad 2! @mention @mention,1,0,0,1
484,Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp,1,0,0,1
485,At #sxsw #tapworthy iPad Design Headaches - avoiding the pitfalls of the new design challenges,0,1,0,1
486,Evernote + iPhone is awesome for #sxsw notes/photos #taccsxsw,1,0,0,1
487,Disaster = iPhone died in middle of #sxsw ... can't function. heading to apple store.,0,1,0,1
488,"I'll pay $900 for a new iPad 2, white, 32 GB, 3G in the next 20 hours. {link} #willpay #sxsw #zaarly",1,0,0,1
489,"The iPad 1 is so March 11, 2011 4:59PM PST. #sxsw",0,1,0,1
490,#SXSW 2011: Novelty of #iPad news apps fades fast among digital delegates {link} via @mention,0,1,0,1
491,#SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link},0,1,0,1
492,Not even 10am here in Austin and my iPhone batt is at 54% - shit #SXSW #notevenstartedyet,0,1,0,1
493,The iPad 2 goes on sale next Friday...the Austin Apple Store is going to be busy! #SXSW,1,0,0,1
494,The iPad 2 is just a better product... They have had time to make worthwhile improvements... @mention Diller #SXSW,1,0,0,1
495,The iPad 2 launch is all the buzz at #SXSW 2011 {link} via @mention @mention #apple #tablet #marketing #advertising #ipod,1,0,0,1
496,The iPad 2 launch is really at *South By* in Austin?  That is so inde.    ÛÓ  #sxsw #mac #ipad @mention,1,0,0,1
497,The iPad 2 Takes Over #SXSW [#VIDEO] {link} #channels #gadgets #news #uncategorized,1,0,0,1
498,The iPad 2 Takes Over #SXSW [#VIDEO]: One of the biggest events the first day of SXSW 2011Û_ {link},1,0,0,1
499,The iPad 2 Takes Over #SXSW [VIDEO] {link},1,0,0,1
500,The iPad 2 Takes Over #SXSW [VIDEO] {link} via @mention @mention,1,0,0,1
501,The iPad 2 Takes Over #SXSW [VIDEO]: {link},1,0,0,1
502,The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable,1,0,0,1
503,The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW,1,0,0,1
504,The iPad 2 Takes Over SXSW [VIDEO] {link} #ipad2 #SXSW,1,0,0,1
505,We're at 2nd and congress #SXSW #RewardsWagon with @mention bookbook iPad cases. Get here fast. :),1,0,0,1
506,#wjchat Q7A: I'm going iPhone/iPad only. Bought a Zagg keyboard. I have high hopes this plan will work. #SXSW,1,0,0,1
507,Just won a @mention #sxsw mystery prize! I hope it's an iPad 2:) Thanks for a great panel and the gift. #DiscoTalk,1,0,0,1
508,"$15k for a &quot;high-quality PDF&quot; iPad app is a good investment for small mags, says Chris Tomlinson, formerly Texas Obs (now AP) #sxsw",1,0,0,1
509,We setup a #SXSW demo restaurant page. Sign up or download our iPhone app to check it out {link} &amp; say hi to @mention at #SXSWi,1,0,0,1
510,Just got a free iPhone charger. Someone came up to me and gave me one randomly. I love #sxsw!,1,0,0,1
511,Just got a free iPhone-charger from Alex on the #Powermatteam. Wow. Makes life at #SXSW so much easier! Thanks!  {link},1,0,0,1
512,"There is a great festival #app for #sxsw featured on the app store works with google maps and plan schedule, and it's #free",1,0,0,1
513,"Watching a guy simultaneously use a laptop and an iPad. The Force is strong with this one, mmm. #sxsw",1,0,0,1
514,The Beluga iPhone app is the highlight of this #SXSW. Excellent way to coordinate the #sxsw4japan relief effort.,1,0,0,1
515,Apple is a more selfish brand than Microsoft but it has served its brand well.#sxsw,0,1,0,1
516,Just saw a preview of the new @mention iPad app. Awesome. #sxsw,1,0,0,1
517,If I was a really bad person I could have just stolen this guys ipad... Just saying. #sxsw,1,0,0,1
518,Just had a really great #mophie experience at #sxsw -a user for over 3 months I highly recommend their iPhone 4 battery #goodcustomerservice,1,0,0,1
519,It's not a rumor: #Apple is opening up a pop-up store in downtown Austin for #SXSW &amp; iPad 2 launch (via @mention {link},1,0,0,1
520,It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch: It'... {link},1,0,0,1
521,"Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)",1,0,0,1
522,There is a tech bro posed as a homeless person outside the apple pop up with a sign asking for $$$ for an iPad #SXSW,1,0,0,1
523,#sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.,1,0,0,1
524,Free portable iPhone charger from @mention I'm about to use the heck out of this at #SXSW. {link},1,0,0,1
525,saw #Hashable pushed out an update to its iPhone app - looks ready to use as the paperless biz card solution for  #SXSW,1,0,0,1
526,It's probably best to keep me away from any Apple pop up stores - the temptation to get a White 3G iPad for #SXSW is insanely tempting.,1,0,0,1
527,"Learning about all the latest food related apps.  Half the people in this rm make apps #sxsw #gsdm check out lovefresh, coming soon  iphone",1,0,0,1
528,Not just about pretty content. Nat Geo has pretty article on iPad. Cooler is twitter list of current Arctic explorers. #flipboard #SXSW,1,0,0,1
529,fucking mac users..... {link} #sxsw CWebb iPad Grant Hill,0,1,0,1
530,"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW",1,0,0,1
531,"Touch: trackpads first, iPhone, iPad - positives- more natural, don't have to sit, mobile, more relaxed #SXSW #sxswnui",1,0,0,1
532,Has an iPad 2 !!! Wohooo! Tnx Apple for the popup shop at #sxsw!,1,0,0,1
533,Got my ipad 2 and gave to red cross for japan what a first day at #sxsw,1,0,0,1
534,Win an iPad 2 at SXSW via @mention ! #sxsw {link},1,0,0,1
535,"has an ipad 2 in his hands, and it is exquisite. #sxsw",1,0,0,1
536,Win an iPad 2! via @mention Video ClipCon! See intro reel at {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat,1,0,0,1
537,writer iPad app {link} saved my ass on flight &amp; each bigger #SXSW panel - good job @mention @mention :) {link},1,0,0,1
538,Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},1,0,0,1
539,Win an iPad at SXSW via @mention #sxsw {link},1,0,0,1
540,#SXSW: iPad Design Headaches (Take Two Tablet and Call Me in the Morning) {link},0,1,0,1
541,so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,1,0,0,1
542,#sxsw: ipad2 is coming for you! Will you buy? RT @mention Apple to open a store near SXSW for ipad 2 release. {link},1,0,0,1
543,"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",1,0,0,1
544,Monday's Adfonic Daily is Out! Read about #iphone white release #Google social #sxsw and all things #mobile here Ðü {link},1,0,0,1
545,"LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",1,0,0,1
546,"packing bag for #sxsw,not taking DELL laptop (sorry richard)...at the mercy of bb torch and iphone, webmail too i suppose...cheers",1,0,0,1
547,Best schwag I've seen at #SXSW is the @mention battery charger for your iPhone. How do I get one?!?!,1,0,0,1
548,2+ hour wait at the makeshift Apple store for iPad 2. #fail #sxsw,0,1,0,1
549,Want to make #SXSW Film more fun? Download #filmaster app {link} check-in to screenings &amp; get private recommendations!,1,0,0,1
550,"Doesn't make sense to limit content to a specific platform, if it's on the iPad it should be on the web @mention interview w/ @mention #sxsw",0,1,0,1
551,The big takeaway from #SXSW interactive - I need an iphone.,1,0,0,1
552,Guy Kawasaki &quot;I believe in God because there is no other explanation for the continuous survival of Apple over the years.&quot;. LOL #SXSW,0,1,0,1
553,Apple's taking old iPads for Teach For America (user gets a tax write-off) when you buy a new iPad. Kinda cool. #sxsw,1,0,0,1
554,9 Essential Apps for #SXSW and Beyond | Underwire | Wired.com {link} #SocialMedia #iPhone #Android,1,0,0,1
555,My informal unscientific observation is that #Apple is by far the computer of choice at #SXSW. Hands down.  No contest.,1,0,0,1
556,I just realized that I havnt used my laptop since Thursday. Pure #iPhone with a sprinkle of the #iPad2 on top. #Apple #SXSW,1,0,0,1
557,GroupMe talks about Apple App Store approval woes - there would be a big group of people that would agree with that! #whowillrise #sxsw,0,1,0,1
558,It's not all Apple love here at #sxsw. Heard quite a bit of grumbling about holding back features on iPad 1 so people would have to buy v2.,0,1,0,1
559,#virtualwallet #sxsw no NFC in #iphone5 bc of standardization while #android will have it #confusion,0,1,0,1
560,Holler Gram for iPad on the iTunes App Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany - Free,1,0,0,1
561,"UMSHINI WAM/NIGHT FISHING are both weird as shit, but as @mention said they work well together. I liked both, esp the iPhone footage. #SXSW",1,0,0,1
562,"Watching an 8 year old report on #sxsw via his iPhone shows that technology isn't going anywhere...until the robots revolt, that is.",1,0,0,1
563,Just won an awesome iPad from @mention at the #sxswbuffalo lounge! My #sxsw experience is complete!,1,0,0,1
564,"Don't by an ipad 2 for the rear-facing camera, here is what you get: {link} #sxsw",0,1,0,1
565,"I'll use an iPad 2 if someone gives it to me. Otherwise, iPhone is actually more than up to task #sxsw",1,0,0,1
566,Just won an iPad 2 at #sxsw thanks to @mention #fxsw,1,0,0,1
567,Just got an iPad courtesy of a random stranger on the street...an Apple investor at #sxsw ... THANK YOU!!!! Utter... {link},1,0,0,1
568,@mention An iPad is cheaper than most laptops. #newsapps #sxsw,1,0,0,1
569,Is there an iPhone app that people use for #SXSW scheduling? This @mention is awesome but there isn't an app! #flummoxed,1,0,0,1
570,@mention and @mention shooting some videos at #sxsw. PS - that is a pic from an iPad 2. {link},1,0,0,1
571,"Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at #SXSW",1,0,0,1
572,#LonelyPlanet #Austin iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi! #sxsw,1,0,0,1
573,Lonely Planet releases free Austin city guide iPhone app for #SXSW. Like there aren't enough apps cluttering up your handset.,0,1,0,1
574,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to #SXSW! {link} #travel,1,0,0,1
575,Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw,0,0,1,1
576,The day Bank of America launched their iPhone app they got 250k new customers #bankinnovation #SXSW,1,0,0,1
577,mom...I want my ipad 2 back! {link} #thingsthatdontgotogether #sxsw Lisa Rinna,1,0,0,1
578,what company company has the best supply chain? Walmart and Apple #behance #sxsw,1,0,0,1
579,"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, #SXSW.",0,1,0,1
580,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",1,0,0,1
581,#sxsw #evaporation @mention @mention Business model is the platform; iPhone app makes tools available to developers,1,0,0,1
582,I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,1,0,0,1
583,A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies,0,1,0,1
584,@mention Apple is great at turning the new into the old  #SXSW,1,0,0,1
585,Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},1,0,0,1
586,@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,0,1,0,1
587,Does the apple pop-up store still have iPads? #sxsw #sxswi,1,0,0,1
588,"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",1,0,0,1
589,"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",1,0,0,1
590,"At SXSW, Apple schools the marketing experts {link}  #SXSW",1,0,0,1
591,"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",1,0,0,1
592,"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",1,0,0,1
593,"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",1,0,0,1
594,clever - Apple set to open popup shop in core of #SXSW action {link},1,0,0,1
595,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",1,0,0,1
596,Come on #Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? #Grrr #sxsw,0,1,0,1
597,@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},1,0,0,1
598,"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",1,0,0,1
599,Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},1,0,0,1
600,@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.,0,1,0,1
601,"had to charge the #iphone every 6hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!",0,1,0,1
602,iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,1,0,0,1
603,I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,1,0,0,1
604,Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},1,0,0,1
605,Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,1,0,0,1
606,Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},1,0,0,1
607,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",1,0,0,1
608,@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link},1,0,0,1
609,"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",0,1,0,1
610,"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",1,0,0,1
611,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,1,0,0,1
612,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,1,0,0,1
613,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,1,0,0,1
614,I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,1,0,0,1
615,I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,1,0,0,1
616,I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,1,0,0,1
617,"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",1,0,0,1
618,"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",1,0,0,1
619,Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high,1,0,0,1
620,Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},1,0,0,1
621,"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw.",1,0,0,1
622,The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link},1,0,0,1
623,"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}",1,0,0,1
624,bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,1,0,0,1
625,"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}",1,0,0,1
626,#iPhone battery doesn't last long under #sxsw usage,0,1,0,1
627,We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link},1,0,0,1
628,Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw,0,0,1,1
629,"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW",1,0,0,1
630,"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",1,0,0,1
631,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw,1,0,0,1
632,iPad giveaway for using @mention at #sxsw {link},1,0,0,1
633,Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,1,0,0,1
634,@mention awesome. I traded in #sxsw last year for the iPad 1.,1,0,0,1
635,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention",1,0,0,1
636,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention",1,0,0,1
637,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}",1,0,0,1
638,Giving away an iPad 2 at this panel. Wish me luck! #sxsw,1,0,0,1
639,Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link},1,0,0,1
640,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion",1,0,0,1
641,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about.",1,0,0,1
642,Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw,0,1,0,1
643,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW,0,1,0,1
644,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link},0,1,0,1
645,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link},1,0,0,1
646,@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,0,1,0,1
647,RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany,1,0,0,1
648,Too quotable --&gt; RT ÛÏ@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW,0,1,0,1
649,@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW,1,0,0,1
650,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.,0,1,0,1
651,Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw,1,0,0,1
652,#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link},1,0,0,1
653,"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm",1,0,0,1
654,"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw",0,1,0,1
655,The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,1,0,0,1
656,"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",1,0,0,1
657,@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.,1,0,0,1
658,#sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple. I believe in God b/c no other explanation of Apple survival,0,0,1,1
659,#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,0,1,0,1
660,"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",0,1,0,1
661,@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},1,0,0,1
662,@mention check out @mention awesome dj skills on the iPad while u are at #SXSW,1,0,0,1
663,"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW",1,0,0,1
664,About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw,1,0,0,1
665,@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW,1,0,0,1
666,@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW,1,0,0,1
667,"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",0,1,0,1
668,"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.",0,1,0,1
669,It's official: people using the iPad 2 to take photos just look weird. #SXSW,0,1,0,1
670,It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link},1,0,0,1
671,It's official! I'm buying an iPad. #SXSW #elevate,1,0,0,1
672,Pretty excited about the Apple Pop Up Store coming to #SXSW {link},1,0,0,1
673,Pretty excited for @mention iPad session #uxdes #sxsw,1,0,0,1
674,Pretty excited for my iPhone to stop working #sxsw #AT&amp;T,0,1,0,1
675,We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,1,0,0,1
676,#iPad2 rocks #SXSW (@mention Apple POP UP Store) {link},1,0,0,1
677,My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw,1,0,0,1
678,.crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.,1,0,0,1
679,"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}",1,0,0,1
680,At #SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?,1,0,0,1
681,@mention congrats on the first iPad 2 at #sxsw,1,0,0,1
682,@mention Congrats on your iPhone app being featured at #SXSW!,1,0,0,1
683,"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",1,0,0,1
684,I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW,1,0,0,1
685,new product idea: pants with a built in iphone charging dock built into the pocket! #sxsw,1,0,0,1
686,"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw",0,1,0,1
687,"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech",1,0,0,1
688,{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw,1,0,0,1
689,Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW,1,0,0,1
690,#tech iPad 2 Gets Temporary #Apple_Store for #SXSW {link},1,0,0,1
691,"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw",1,0,0,1
692,"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; #SXSW #social",1,0,0,1
693,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood,0,1,0,1
694,Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. #SXSW,1,0,0,1
695,That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},1,0,0,1
696,Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw,0,1,0,1
697,I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.,1,0,0,1
698,"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi",1,0,0,1
699,Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW,1,0,0,1
700,Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,1,0,0,1
701,Only stood in line for 30 minutes to buy 2 iPads at the Apple pop-up store. #apple #sxsw #ipad #austin #fuckyeah,1,0,0,1
702,"Sam licked it, so it's his! RT: @mention How I got an iPad 2 during #SXSW! {link} cc @mention",1,0,0,1
703,"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",1,0,0,1
704,Just found out new mapquest iPhone app has turn-by-turn gps for free... Time to check it out and get reacquainted with mq #sxsw,1,0,0,1
705,You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW,0,1,0,1
706,makes good sense RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,1,0,0,1
707,#localmind sounds awesome.. location based Q&amp;A could be incredibly useful. {link} #iphone #sxsw,1,0,0,1
708,Just heard that Apple is opening a store in downtown Austin tomorrow to sell iPads to #SXSW attendees.,1,0,0,1
709,Don't need to charge at #sxsw if you're talking in the sun with your iphone: {link} boom!,0,0,1,1
710,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all.",0,1,0,1
711,{link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,1,0,0,1
712,All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,1,0,0,1
713,"IPAD FOUND!!! My friend Jeff has it!!!! #SXSW thanks to everyone who helped, especially @mention",1,0,0,1
